,bezirk_nam,stadtteil_,SHAPE_Leng,SHAPE_Area,geometry,district,inhabitants,%>65,areakm2,pop_density,working_pop,%working_pop,unemployed,%unemployed_x,%unemployed<18,unemployed>65,%unemployed>65_x,social_benefits,%social_benefits_x,social_housing,%social_housing_x,%unemployed_y,%social_benefits_y,%social_housing_y,%unemployed>65_y,qt_soc_stats,status
0,Hamburg-Mitte,Hamburg-Altstadt,9028.180532281598,3676562.2551723775,"POLYGON ((1113865.8214000016 7085107.3325999975, 1113978.3238999993 7085040.134800002, 1114010.2043000013 7085038.990699999, 1114013.1103000008 7084994.997500002, 1114016.6849999987 7084940.883400001, 1114017.8594000004 7084940.765699998, 1114017.6664000005 7084920.657899998, 1114017.0736999996 7084900.559199996, 1114016.0813000016 7084880.474699996, 1114013.7267000005 7084840.8901999965, 1114011.822999999 7084816.473700002, 1114009.0300999992 7084792.142200001, 1114005.3500000015 7084767.929499999, 1114003.9004999995 7084759.743299998, 1114002.3487999998 7084751.577100001, 1114000.6964999996 7084743.429200001, 1114001.5907999985 7084742.985299997, 1114001.563099999 7084742.8072, 1113997.0073000006 7084722.253200002, 1113953.6911000013 7084528.573100001, 1113807.2010999992 7084612.615000002, 1113755.6092000008 7084642.479699999, 1113614.5716000013 7084718.013099998, 1113590.5870999992 7084730.858099997, 1113544.1114999987 7084755.598999999, 1113529.6380000003 7084763.304399997, 1113447.3808999993 7084807.2368, 1113433.5797000006 7084807.438199997, 1113340.1530999988 7084808.800800003, 1113169.5298000015 7084744.325000003, 1113009.2281999998 7084702.534199998, 1112888.9400000013 7084657.6241, 1112872.2380000018 7084649.320100002, 1112824.5280999988 7084625.6021, 1112628.511500001 7084505.402800001, 1112613.3825999983 7084496.124899998, 1112516.4052999988 7084420.422899999, 1112438.385400001 7084368.853699997, 1112431.4635000005 7084364.732000001, 1112424.4021000005 7084360.852899998, 1112417.2129999995 7084357.219899997, 1112399.8592000008 7084349.673699997, 1112381.952300001 7084343.560000002, 1112363.6107 7084338.919, 1112344.954 7084335.7795, 1112326.106800001 7084334.1633, 1112307.1900999993 7084334.080499999, 1112078.8203000017 7084346.5847999975, 1112050.7635999992 7084345.003700003, 1111553.6579000019 7084316.973200001, 1111400.4803000018 7084286.534999996, 1111391.6673000008 7084357.160499997, 1111381.8139999993 7084439.4782000035, 1111375.257199999 7084494.260399997, 1111369.1383000016 7084547.7907000035, 1111370.8051999994 7084566.959399998, 1111376.197900001 7084629.003899999, 1111400.7283000015 7084724.417199999, 1111436.990699999 7084820.248400003, 1111486.2133000009 7084916.712800004, 1111489.7010999992 7084923.7632, 1111520.2558999993 7084985.4701000005, 1111537.0901999995 7085017.788400002, 1111553.4741000012 7085049.238899998, 1111587.5078999996 7085099.021300003, 1111645.5868000016 7085203.8587, 1111666.0617000014 7085239.840800002, 1111702.8214999996 7085269.984999999, 1111752.5216000006 7085310.738700002, 1112036.2800000012 7085502.9789, 1112045.2884999998 7085509.071800001, 1112181.0898000002 7085600.911399998, 1112291.7980999984 7085675.7786, 1112319.2826000005 7085694.3653, 1112508.4756999984 7085835.160700001, 1112578.7844000012 7085887.4799000025, 1112884.9472000003 7086660.706, 1112901.603599999 7086697.683399998, 1112913.1559000015 7086723.323200002, 1112931.4371999986 7086715.049800001, 1112958.3238000013 7086703.847400002, 1112985.5832000002 7086694.078299999, 1113013.1942000017 7086686.2566, 1113019.0909999982 7086686.603299998, 1113024.9963000007 7086686.594400004, 1113030.8916000016 7086686.231899999, 1113039.4580000006 7086684.607199997, 1113181.7905000001 7086671.164099999, 1113202.1253999993 7086670.244499996, 1113203.5516000018 7086670.199199997, 1113234.106899999 7086669.236699998, 1113287.0062000006 7086667.652800001, 1113294.7098000012 7086667.0625, 1113302.3279 7086665.760899998, 1113309.7916 7086663.757200003, 1113311.5203999989 7086663.123099998, 1113313.1882999986 7086662.341499999, 1113314.7835999988 7086661.4212, 1113316.2947999984 7086660.367299996, 1113317.710000001 7086659.186700001, 1113319.0210999995 7086657.891400002, 1113320.2148000002 7086656.486500002, 1113321.5582999997 7086656.064999998, 1113321.1061000004 7086654.617600001, 1113320.8702000007 7086654.693400003, 1113320.6834000014 7086653.830200002, 1113320.571899999 7086652.955799997, 1113320.5359999985 7086652.073600002, 1113320.574099999 7086651.192100003, 1113320.6878999993 7086650.316200003, 1113320.8773999996 7086649.454400003, 1113321.1378999986 7086648.611900002, 1113321.4708999991 7086647.793499999, 1113321.8715999983 7086647.008000001, 1113322.3383999988 7086646.260200001, 1113322.8662 7086645.5537, 1113323.4536000006 7086644.895199999, 1113324.0954999998 7086644.291500002, 1113324.7851999998 7086643.742700003, 1113325.5212000012 7086643.257299997, 1113326.2950000018 7086642.8354, 1113327.1017999984 7086642.4821000025, 1113327.934700001 7086642.199100003, 1113328.7905000001 7086641.988300003, 1113329.0771999992 7086640.980300002, 1113332.476399999 7086640.347900003, 1113333.0577000007 7086639.738300003, 1113378.9298 7086627.443300001, 1113380.9974000007 7086626.767300002, 1113381.6917999983 7086627.1483, 1113383.8297000006 7086627.7667, 1113383.7641000003 7086627.523400001, 1113384.1574999988 7086627.418399997, 1113424.455600001 7086614.196099997, 1113455.4180000015 7086602.623000003, 1113468.9574000016 7086597.5638, 1113505.7518999986 7086583.782399997, 1113524.3447000012 7086576.818999998, 1113549.2789000012 7086566.806299999, 1113579.7756999992 7086553.226400003, 1113603.9860000014 7086541.458499998, 1113627.6893999986 7086528.7914, 1113652.171599999 7086514.0227999985, 1113705.5262999982 7086475.0239999965, 1113707.502799999 7086477.310500003, 1113725.4541000016 7086460.016500004, 1113731.1587000005 7086464.389600001, 1113734.009300001 7086466.572800003, 1113735.7336000018 7086465.030699998, 1113739.1920000017 7086461.570699997, 1113739.2135999985 7086461.550099999, 1113754.9813 7086446.606399998, 1113755.4688000008 7086446.144699998, 1113766.148600001 7086435.6611, 1113767.4712999985 7086434.365500003, 1113777.6568999998 7086423.993299998, 1113779.237399999 7086422.3825, 1113788.3170000017 7086413.075300001, 1113789.5318999998 7086411.759400003, 1113789.7754000016 7086411.506700002, 1113792.3784000017 7086408.762900002, 1113804.8627999984 7086395.053199999, 1113808.3728 7086391.198299997, 1113808.3894000016 7086391.1796, 1113825.4387999997 7086371.8112, 1113837.1981000006 7086358.054499999, 1113838.5637000017 7086356.456799999, 1113843.4998999983 7086349.7064, 1113864.4956 7086325.1479, 1113867.1493000016 7086323.969899997, 1113885.6735999994 7086301.845200002, 1113885.928199999 7086301.9021999985, 1113895.4200000018 7086290.739699997, 1113821.6264000013 7086253.038999997, 1113683.2958000004 7086173.125699997, 1113618.9384999983 7086140.229000002, 1113697.955699999 7086046.289800003, 1113759.9045000002 7085969.6131, 1113793.7674000002 7085915.909500003, 1113800.5342999995 7085905.177000001, 1113829.2540000007 7085815.993299998, 1113848.1678999998 7085722.253399998, 1113870.8071999997 7085598.5031, 1113902.9272000007 7085421.321699999, 1113900.3390000015 7085356.913699999, 1113894.1854999997 7085292.748800002, 1113884.482999999 7085229.027000003, 1113865.8214000016 7085107.3325999975))",Hamburg-Altstadt,2358,10.9,1.3,1.813.00,1.240.00,67.6,98,5.3,,14,5.7,193,8.2,176,12.4,0.051394313181449554,-0.12271769221600287,0.3558718397387504,0.04213736208565862,3,high
1,Hamburg-Mitte,HafenCity,13902.691334259276,6860720.382772217,"POLYGON ((1113043.8823999986 7082944.386399999, 1112901.9316000007 7082957.2973000035, 1112814.499400001 7082965.247000001, 1112755.8365000002 7082970.580200002, 1112713.0240999982 7082974.862499997, 1112670.2928000018 7082979.909500003, 1112627.6594999991 7082985.715999998, 1112615.9420999996 7082987.4476, 1112604.2322999984 7082989.236299999, 1112592.5317000002 7082991.082199998, 1112586.3323 7082992.084899999, 1112580.1347999983 7082993.1044000015, 1112573.939199999 7082994.138999999, 1112468.1380000003 7083014.389300004, 1112363.3388999999 7083039.338600002, 1112259.752799999 7083068.940499999, 1112162.509300001 7083101.369000003, 1112066.7210999988 7083137.898100004, 1111972.5634999983 7083178.459700003, 1111801.1695999987 7083256.674500003, 1111575.9855999984 7083359.429899998, 1111009.3271000013 7083617.9728000015, 1111102.5731000006 7083857.3913, 1111222.9037999995 7084167.361000001, 1111227.6213999987 7084178.364699997, 1111233.3621000014 7084188.8693, 1111240.0722999983 7084198.7793999985, 1111247.6920000017 7084208.005099997, 1111254.0802000016 7084214.536600001, 1111260.923799999 7084220.5852999985, 1111268.1887999997 7084226.119499996, 1111292.3883999996 7084242.655199997, 1111317.9079999998 7084257.0625, 1111344.5593999997 7084269.2346, 1111372.1515999995 7084279.0830999985, 1111400.4803000018 7084286.534999996, 1111553.6579000019 7084316.973200001, 1112050.7635999992 7084345.003700003, 1112078.8203000017 7084346.5847999975, 1112307.1900999993 7084334.080499999, 1112326.106800001 7084334.1633, 1112344.954 7084335.7795, 1112363.6107 7084338.919, 1112381.952300001 7084343.560000002, 1112399.8592000008 7084349.673699997, 1112417.2129999995 7084357.219899997, 1112424.4021000005 7084360.852899998, 1112431.4635000005 7084364.732000001, 1112438.385400001 7084368.853699997, 1112516.4052999988 7084420.422899999, 1112613.3825999983 7084496.124899998, 1112628.511500001 7084505.402800001, 1112824.5280999988 7084625.6021, 1112872.2380000018 7084649.320100002, 1112888.9400000013 7084657.6241, 1113009.2281999998 7084702.534199998, 1113169.5298000015 7084744.325000003, 1113340.1530999988 7084808.800800003, 1113433.5797000006 7084807.438199997, 1113447.3808999993 7084807.2368, 1113529.6380000003 7084763.304399997, 1113544.1114999987 7084755.598999999, 1113590.5870999992 7084730.858099997, 1113614.5716000013 7084718.013099998, 1113755.6092000008 7084642.479699999, 1113807.2010999992 7084612.615000002, 1113953.6911000013 7084528.573100001, 1113979.1295000017 7084513.825599998, 1114029.2716999985 7084486.356700003, 1114042.5691 7084478.237899996, 1114055.0599000007 7084468.921300001, 1114066.6361000016 7084458.486100003, 1114077.1997999996 7084447.019400001, 1114086.6581999995 7084434.623599999, 1114149.1261 7084344.3549000025, 1114210.8139000013 7084257.957500003, 1114268.3332999982 7084174.479199998, 1114307.9805000015 7084116.937899999, 1114531.8377999999 7083796.716700003, 1114541.0546999983 7083784.683499999, 1114551.3137999997 7083773.531300001, 1114562.5340999998 7083763.3505000025, 1114574.6226999983 7083754.2233000025, 1114587.4831999987 7083746.2233000025, 1114601.0091000013 7083739.4179000035, 1114615.0901999995 7083733.860699996, 1114629.6147000007 7083729.5955, 1115327.3016999997 7083558.539399996, 1115502.5764999986 7083514.250399999, 1115559.383299999 7083497.494800001, 1115614.7073 7083476.331699997, 1115668.2076999992 7083450.892099999, 1115719.5573000014 7083421.330899999, 1115729.7793999985 7083414.783500001, 1115739.8966999985 7083408.071000002, 1115749.9041999988 7083401.198299997, 1115800.5997000001 7083362.492799997, 1115847.8588000014 7083319.644100003, 1115891.3498999998 7083272.956600003, 1115930.760400001 7083222.761600003, 1115965.809799999 7083169.417099997, 1115996.251600001 7083113.302000001, 1116067.9386 7082966.733199999, 1116327.6396999992 7082435.723899998, 1116521.8572999984 7082038.5788, 1116533.6900999993 7082014.383100003, 1116548.2864999995 7081984.5361, 1116711.4334000014 7081651.421499997, 1116164.4360999987 7081948.123300001, 1116094.1876000017 7081986.088100001, 1115755.4384000003 7082169.1492, 1115700.3471000008 7082197.933300003, 1115496.9081000015 7082307.973099999, 1115049.9477000013 7082522.104199998, 1114584.3654000014 7082691.784100004, 1114104.554299999 7082815.410400003, 1113939.2344000004 7082846.686899997, 1113772.9743000008 7082872.484499998, 1113605.9554999992 7082892.773400001, 1113583.2463999987 7082895.099399999, 1113560.5289999992 7082897.324500002, 1113537.8002000004 7082899.448600002, 1113043.8823999986 7082944.386399999))",HafenCity,6302,9.5,2.4,2.598.00,2.811.00,61.1,144,3.1,,14,2.7,309,4.9,799,24.9,-0.8588947931679513,-0.6006306923367082,1.500193014095008,-1.1832859230584818,1,low
2,Hamburg-Mitte,Neustadt,11133.923114093475,6395226.119196535,"POLYGON ((1112508.4756999984 7085835.160700001, 1112319.2826000005 7085694.3653, 1112291.7980999984 7085675.7786, 1112045.2884999998 7085509.071800001, 1112036.2800000012 7085502.9789, 1111752.5216000006 7085310.738700002, 1111702.8214999996 7085269.984999999, 1111666.0617000014 7085239.840800002, 1111645.5868000016 7085203.8587, 1111587.5078999996 7085099.021300003, 1111553.4741000012 7085049.238899998, 1111537.0901999995 7085017.788400002, 1111520.2558999993 7084985.4701000005, 1111489.7010999992 7084923.7632, 1111486.2133000009 7084916.712800004, 1111436.990699999 7084820.248400003, 1111400.7283000015 7084724.417199999, 1111376.197900001 7084629.003899999, 1111370.8051999994 7084566.959399998, 1111369.1383000016 7084547.7907000035, 1111375.257199999 7084494.260399997, 1111381.8139999993 7084439.4782000035, 1111391.6673000008 7084357.160499997, 1111400.4803000018 7084286.534999996, 1111372.1515999995 7084279.0830999985, 1111344.5593999997 7084269.2346, 1111317.9079999998 7084257.0625, 1111292.3883999996 7084242.655199997, 1111268.1887999997 7084226.119499996, 1111260.923799999 7084220.5852999985, 1111254.0802000016 7084214.536600001, 1111247.6920000017 7084208.005099997, 1111240.0722999983 7084198.7793999985, 1111233.3621000014 7084188.8693, 1111227.6213999987 7084178.364699997, 1111222.9037999995 7084167.361000001, 1111102.5731000006 7083857.3913, 1111009.3271000013 7083617.9728000015, 1110845.1130000018 7083692.901299998, 1110559.4367000014 7083823.242200002, 1109930.5119000003 7084109.750299998, 1109958.5023999996 7084173.5227999985, 1110081.8816 7084450.708499998, 1110094.4375 7084478.776600003, 1110108.5245000012 7084511.572999999, 1110116.0478000008 7084527.4804000035, 1109914.3106999993 7084613.681000002, 1109804.1251999997 7084660.9201000035, 1109817.2903000005 7084684.171300001, 1109826.9613999985 7084697.436300002, 1109837.5302000009 7084709.995300002, 1109848.9453999996 7084721.786499999, 1109947.7278000005 7084829.0515, 1109955.3385000005 7084839.283, 1109962.0769999996 7084850.114299998, 1109967.8933999985 7084861.4684000015, 1109972.7498999983 7084873.266800001, 1109976.6132999994 7084885.4274, 1109979.454 7084897.869800001, 1109981.2556000017 7084910.504900001, 1109981.7003000006 7084918.122900002, 1109981.8476999998 7084925.751800001, 1109981.6994999982 7084933.381399997, 1109980.076299999 7084946.465899996, 1109977.4243 7084959.380900003, 1109973.7624000013 7084972.0436, 1109969.1130999997 7084984.377899997, 1109895.7547999993 7085152.213399999, 1109804.135499999 7085365.051200002, 1109799.9486999996 7085399.973999999, 1109850.7091000006 7085530.1941, 1109866.2630999982 7085570.104800001, 1109991.3938000016 7085809.811300002, 1110181.9164999984 7086162.357000001, 1110356.0766999982 7086483.426200002, 1110378.9118999988 7086519.910499997, 1110433.2602000013 7086589.133599997, 1110480.8966000006 7086649.809299998, 1110536.4120999984 7086720.3257, 1110611.2094999999 7086807.166699998, 1110632.6563999988 7086832.066, 1110737.330699999 7086926.213100001, 1110845.7542999983 7087037.816399999, 1110857.1997999996 7087049.257200003, 1110869.6105999984 7087059.638499998, 1110882.886500001 7087068.880900003, 1110896.9255000018 7087076.911600001, 1110911.6176999994 7087083.668200001, 1110993.9602999985 7087117.766199999, 1111206.4847999997 7087212.923500001, 1111219.3401999995 7087218.679099999, 1111327.2113000005 7087269.500100002, 1111615.3366999999 7087390.061099999, 1111761.2855999991 7087453.053099997, 1111770.0381000005 7087456.054899998, 1111779.0122000016 7087458.3006, 1111788.1435999982 7087459.775799997, 1111797.3684 7087460.469700001, 1111806.6176999994 7087460.374899998, 1111815.8258000016 7087459.495499998, 1111824.9272999987 7087457.835900001, 1111833.8550999984 7087455.4070999995, 1111842.5439999998 7087452.228600003, 1111850.9338000007 7087448.323100001, 1111858.9626000002 7087443.7184000015, 1111866.5720000006 7087438.447300002, 1111889.185800001 7087413.571800001, 1111989.643199999 7087289.1021, 1111998.1165000014 7087279.604000002, 1112007.3308999985 7087270.826700002, 1112017.2267000005 7087262.829999998, 1112027.739 7087255.665299997, 1112091.7798000015 7087224.981899999, 1112114.0615999997 7087271.8532000035, 1112131.804200001 7087248.716600001, 1112131.4919000007 7087247.7673999965, 1112131.000500001 7087246.628700003, 1112130.241700001 7087244.267300002, 1112129.6887999997 7087241.849100001, 1112129.3471000008 7087239.390900001, 1112129.2186000012 7087236.912900001, 1112129.3051999994 7087234.433600001, 1112129.6055000015 7087231.969800003, 1112130.1163999997 7087229.5419000015, 1112130.8363000005 7087227.168300003, 1112131.7589999996 7087224.865999997, 1112132.8762000017 7087222.652000003, 1112134.1796999983 7087220.543200001, 1112135.6612999998 7087218.554899998, 1112187.882100001 7087156.1994, 1112211.3187000006 7087128.254799999, 1112211.9838999994 7087127.502599999, 1112212.684799999 7087126.7836000025, 1112213.4197999984 7087126.0995000005, 1112237.261 7087105.035999998, 1112242.7463999987 7087100.188600004, 1112242.6499999985 7087099.903499998, 1112244.5504 7087099.2689, 1112244.6116999984 7087099.444899999, 1112245.2043000013 7087099.763499998, 1112245.8231000006 7087100.0276999995, 1112246.4629000016 7087100.234399997, 1112247.1187999994 7087100.385300003, 1112247.7855999991 7087100.475400001, 1112248.4565999992 7087100.506499998, 1112249.1284000017 7087100.478600003, 1112249.7961000018 7087100.390100002, 1112250.4510999992 7087100.242799997, 1112251.0920000002 7087100.038400002, 1112251.7118000016 7087099.775399998, 1112252.3057999983 7087099.460500002, 1112252.8704000004 7087099.093800001, 1112253.3990000002 7087098.677100003, 1112252.8858999982 7087098.1536, 1112254.9475000016 7087096.1774, 1112255.4200999998 7087095.7227, 1112256.7470000014 7087096.751999997, 1112270.6867999993 7087083.867200002, 1112270.3528000005 7087083.5315999985, 1112271.5274999999 7087082.437100001, 1112272.0313000008 7087082.773699999, 1112286.9789999984 7087069.974299997, 1112286.4745000005 7087069.4692, 1112287.6502999999 7087068.457199998, 1112288.1557999998 7087068.793799996, 1112301.7584999986 7087057.175499998, 1112300.8011999987 7087055.767099999, 1112303.9514999986 7087053.169200003, 1112304.4081000015 7087053.735600002, 1112305.1031000018 7087053.196900003, 1112305.7503000014 7087052.6000000015, 1112306.3429000005 7087051.949900001, 1112306.877700001 7087051.251699999, 1112307.351399999 7087050.510600001, 1112307.7606999986 7087049.729999997, 1112308.1006999984 7087048.918300003, 1112308.3713999987 7087048.080600001, 1112308.5678000003 7087047.222099997, 1112308.6919 7087046.351099998, 1112308.7401 7087045.4711000025, 1112308.7127999999 7087044.590400003, 1112308.6116000004 7087043.715800002, 1112308.4349000007 7087042.852399997, 1112308.1845000014 7087042.008599997, 1112307.8638999984 7087041.189300001, 1112307.4748000018 7087040.399599999, 1112307.0188999996 7087039.646200001, 1112306.8112000003 7087039.814199999, 1112305.0694000013 7087037.707500003, 1112304.7492000014 7087037.284100004, 1112304.4690000005 7087036.8347999975, 1112304.2272000015 7087036.361500002, 1112304.0287999995 7087035.8706, 1112303.8737999983 7087035.362400003, 1112303.7641000003 7087034.8434000015, 1112303.6996 7087034.317000002, 1112303.6805000007 7087033.786600001, 1112303.7084 7087033.257200003, 1112303.7818000019 7087032.730599999, 1112303.9023000002 7087032.215099998, 1112304.0650000013 7087031.709200002, 1112304.2734000012 7087031.2211000025, 1112304.5223000012 7087030.752700001, 1112304.811900001 7087030.308899999, 1112305.1389000006 7087029.8917, 1112305.4998999983 7087029.504199997, 1112305.8949000016 7087029.1499999985, 1112423.3570000008 7086932.723899998, 1112437.2157000005 7086932.0484, 1112445.7177999988 7086932.527599998, 1112446.5995999984 7086933.578199998, 1112446.7087999992 7086933.6963, 1112446.826200001 7086933.805799998, 1112446.9536000006 7086933.903399996, 1112447.0892999992 7086933.989100002, 1112447.2314999998 7086934.063000001, 1112447.3801999986 7086934.124899998, 1112447.5322000012 7086934.173299998, 1112447.6889000013 7086934.2082, 1112447.8489000015 7086934.229500003, 1112448.0086000003 7086934.237400003, 1112448.1682000011 7086934.230099998, 1112448.3275999986 7086934.211000003, 1112448.485100001 7086934.176799998, 1112448.6374000013 7086934.129199997, 1112448.7861000001 7086934.0682, 1112448.9296000004 7086933.993699998, 1112449.0645000003 7086933.9092999995, 1112449.1926000006 7086933.811499998, 1112450.2076999992 7086932.966799997, 1112450.9681000002 7086933.872599997, 1112452.2784999982 7086932.754199997, 1112452.3434000015 7086932.9454, 1112467.8374000005 7086920.075900003, 1112479.9637999982 7086910.0044, 1112479.9287 7086909.900399998, 1112481.1565000005 7086908.887699999, 1112480.431400001 7086907.986400001, 1112481.4633000009 7086907.143200003, 1112481.582800001 7086907.035400003, 1112481.6937999986 7086906.917599998, 1112481.7945999987 7086906.791500002, 1112481.8817000017 7086906.655599996, 1112481.9587000012 7086906.512999997, 1112482.0221999995 7086906.363799997, 1112482.0738999993 7086906.2114999965, 1112482.1103000008 7086906.054300003, 1112482.133299999 7086905.894000001, 1112482.1427999996 7086905.7321000025, 1112482.1372000016 7086905.570500001, 1112482.1182000004 7086905.410700001, 1112482.0857000016 7086905.251100004, 1112482.0399000011 7086905.0967999995, 1112481.9805999994 7086904.946000002, 1112481.9079999998 7086904.802199997, 1112481.8220999986 7086904.6652000025, 1112481.7261999995 7086904.5352, 1112480.8594000004 7086903.474200003, 1112480.6816999987 7086900.971699998, 1112480.705600001 7086898.461400002, 1112480.9296000004 7086895.9617, 1112481.3555999994 7086893.489600003, 1112481.9772000015 7086891.058499999, 1112482.2364000008 7086890.236100003, 1112482.5174000002 7086889.420199998, 1112482.8203999996 7086888.612499997, 1112498.7639999986 7086877.864299998, 1112513.0507999994 7086868.230899997, 1112530.5766000003 7086857.187600002, 1112543.117899999 7086849.283399999, 1112554.2025999986 7086842.629199997, 1112576.038899999 7086831.343699999, 1112636.172699999 7086806.4969, 1112668.6457999982 7086793.342200004, 1112683.3682999983 7086787.376500003, 1112698.6539999992 7086782.154100001, 1112710.4781000018 7086777.920199998, 1112722.289999999 7086773.652800001, 1112734.0912999995 7086769.351899996, 1112764.9772999994 7086757.005800001, 1112765.0909999982 7086756.965499997, 1112765.2065000013 7086756.936899997, 1112765.3255999982 7086756.916699998, 1112765.4448000006 7086756.908299997, 1112765.564100001 7086756.911700003, 1112765.683600001 7086756.923500001, 1112765.8016000018 7086756.947099999, 1112765.9162999988 7086756.980800003, 1112766.0278999992 7086757.024800003, 1112766.1345000006 7086757.078900002, 1112766.236200001 7086757.141400002, 1112766.3330000006 7086757.2141999975, 1112766.421500001 7086757.293799996, 1112766.5034000017 7086757.381999999, 1112766.5769999996 7086757.476899996, 1112766.6422999986 7086757.577100001, 1112766.6975000016 7086757.684100002, 1112766.7443999983 7086757.794699997, 1112766.7813000008 7086757.908699997, 1112766.806499999 7086758.0261999965, 1112806.9059999995 7086740.087899998, 1112806.9475999996 7086740.179899998, 1112809.2490000017 7086739.147100002, 1112813.7098000012 7086737.1455999985, 1112857.6561999992 7086717.434799999, 1112901.603599999 7086697.683399998, 1112884.9472000003 7086660.706, 1112578.7844000012 7085887.4799000025, 1112508.4756999984 7085835.160700001))",Neustadt,12611,15.0,2.3,5.575.00,6.079.00,64.0,494,5.2,2.9,104,6.5,911,7.2,967,12.6,0.010017535620113295,-0.26753981346470135,0.3741809785284505,0.36891690479076267,3,high
